stfips,year,unemployment,gdp_growth,productivity_growth,min_wage,min_wage_increase,population,inflation
9,2004,5.1,3.84777,2.97609,7.1,1,3496.094,2.7
10,2004,4.3,3.84777,2.97609,6.15,0,830.803,2.7
11,2004,8.1,3.84777,2.97609,6.15,0,567.754,2.7
12,2004,3.8,3.84777,2.97609,5.15,0,17415.318,2.7
13,2004,5.1,3.84777,2.97609,5.15,0,8769.252,2.7
15,2004,3.3,3.84777,2.97609,6.25,0,1273.569,2.7
16,2004,4.9,3.84777,2.97609,5.15,0,1391.802,2.7
17,2004,6.2,3.84777,2.97609,5.5,1,12589.773,2.7
18,2004,5.4,3.84777,2.97609,5.15,0,6233.007,2.7
19,2004,4.5,3.84777,2.97609,5.15,0,2953.635,2.7
20,2004,5.5,3.84777,2.97609,5.15,0,2734.373,2.7
21,2004,5.5,3.84777,2.97609,5.15,0,4146.101,2.7
22,2004,5.7,3.84777,2.97609,5.15,0,4552.238,2.7
23,2004,4.7,3.84777,2.97609,6.25,0,1313.688,2.7
24,2004,4.6,3.84777,2.97609,5.15,0,5546.935,2.7
25,2004,5.1,3.84777,2.97609,6.75,0,6412.281,2.7
26,2004,7.0,3.84777,2.97609,5.15,0,10055.315,2.7
27,2004,4.6,3.84777,2.97609,5.15,0,5087.713,2.7
28,2004,6.2,3.84777,2.97609,5.15,0,2889.01,2.7
29,2004,5.9,3.84777,2.97609,5.15,0,5747.741,2.7
30,2004,4.5,3.84777,2.97609,5.15,0,930.009,2.7
31,2004,3.9,3.84777,2.97609,5.15,0,1749.37,2.7
32,2004,4.5,3.84777,2.97609,5.15,0,2346.222,2.7
33,2004,3.8,3.84777,2.97609,5.15,0,1290.121,2.7
34,2004,4.9,3.84777,2.97609,5.15,0,8634.561,2.7
35,2004,5.6,3.84777,2.97609,5.15,0,1903.808,2.7
36,2004,5.8,3.84777,2.97609,5.15,0,19171.567,2.7
37,2004,5.9,3.84777,2.97609,5.15,0,8553.152,2.7
38,2004,3.4,3.84777,2.97609,5.15,0,644.705,2.7
39,2004,6.2,3.84777,2.97609,5.15,0,11452.251,2.7
40,2004,4.7,3.84777,2.97609,5.15,0,3525.233,2.7
41,2004,7.3,3.84777,2.97609,7.05,1,3569.463,2.7
42,2004,5.4,3.84777,2.97609,5.15,0,12410.722,2.7
44,2004,5.2,3.84777,2.97609,6.75,1,1074.579,2.7
45,2004,7.4,3.84777,2.97609,5.15,0,4210.921,2.7
46,2004,3.6,3.84777,2.97609,5.15,0,770.396,2.7
47,2004,5.4,3.84777,2.97609,5.15,0,5910.809,2.7
48,2004,6.0,3.84777,2.97609,5.15,0,22394.023,2.7
49,2004,5.0,3.84777,2.97609,5.15,0,2401.58,2.7
50,2004,3.7,3.84777,2.97609,6.75,1,619.92,2.7
51,2004,4.1,3.84777,2.97609,5.15,0,7475.575,2.7
53,2004,6.3,3.84777,2.97609,7.16,1,6178.645,2.7
54,2004,5.8,3.84777,2.97609,5.15,0,1816.438,2.7
55,2004,5.0,3.84777,2.97609,5.15,0,5514.026,2.7
56,2004,3.8,3.84777,2.97609,5.15,0,509.106,2.7
1,2005,4.5,3.48355,2.18621,5.15,0,4569.805,3.4
2,2005,6.9,3.48355,2.18621,7.15,0,666.946,3.4
4,2005,4.7,3.48355,2.18621,5.15,0,5839.077,3.4
5,2005,5.3,3.48355,2.18621,5.15,0,2781.097,3.4
6,2005,5.4,3.48355,2.18621,6.75,0,35827.943,3.4
8,2005,5.1,3.48355,2.18621,5.15,0,4631.888,3.4
9,2005,4.8,3.48355,2.18621,7.1,0,3506.956,3.4
10,2005,4.5,3.48355,2.18621,6.15,0,845.15,3.4
11,2005,7.0,3.48355,2.18621,6.6,1,567.136,3.4
12,2005,2.9,3.48355,2.18621,5.15,0,17842.038,3.4
13,2005,5.7,3.48355,2.18621,5.15,0,8925.922,3.4
15,2005,2.8,3.48355,2.18621,6.25,0,1292.729,3.4
16,2005,4.0,3.48355,2.18621,5.15,0,1428.241,3.4
17,2005,5.7,3.48355,2.18621,6.5,1,12609.903,3.4
18,2005,5.4,3.48355,2.18621,5.15,0,6278.616,3.4
19,2005,4.3,3.48355,2.18621,5.15,0,2964.454,3.4
20,2005,5.1,3.48355,2.18621,5.15,0,2745.299,3.4
21,2005,5.9,3.48355,2.18621,5.15,0,4182.742,3.4
22,2005,7.1,3.48355,2.18621,5.15,0,4576.628,3.4
23,2005,4.9,3.48355,2.18621,6.35,1,1318.787,3.4
24,2005,4.5,3.48355,2.18621,5.15,0,5592.379,3.4
25,2005,4.8,3.48355,2.18621,6.75,0,6403.29,3.4
26,2005,6.8,3.48355,2.18621,5.15,0,10051.137,3.4
27,2005,4.1,3.48355,2.18621,5.15,0,5119.598,3.4
28,2005,7.6,3.48355,2.18621,5.15,0,2905.943,3.4
29,2005,5.4,3.48355,2.18621,5.15,0,5790.3,3.4
30,2005,4.1,3.48355,2.18621,5.15,0,940.102,3.4
31,2005,3.8,3.48355,2.18621,5.15,0,1761.497,3.4
32,2005,4.1,3.48355,2.18621,5.15,0,2432.143,3.4
33,2005,3.6,3.48355,2.18621,5.15,0,1298.492,3.4
34,2005,4.4,3.48355,2.18621,5.15,0,8651.974,3.4
35,2005,5.2,3.48355,2.18621,5.15,0,1932.274,3.4
36,2005,5.0,3.48355,2.18621,6.0,1,19132.61,3.4
37,2005,5.6,3.48355,2.18621,5.15,0,8705.407,3.4
38,2005,3.3,3.48355,2.18621,5.15,0,646.089,3.4
39,2005,5.9,3.48355,2.18621,5.15,0,11463.32,3.4
40,2005,4.3,3.48355,2.18621,5.15,0,3548.597,3.4
41,2005,6.2,3.48355,2.18621,7.25,1,3613.202,3.4
42,2005,5.0,3.48355,2.18621,5.15,0,12449.99,3.4
44,2005,5.1,3.48355,2.18621,6.75,0,1067.916,3.4
45,2005,7.3,3.48355,2.18621,5.15,0,4270.15,3.4
46,2005,3.6,3.48355,2.18621,5.15,0,775.493,3.4
47,2005,5.5,3.48355,2.18621,5.15,0,5991.057,3.4
48,2005,5.5,3.48355,2.18621,5.15,0,22778.123,3.4
49,2005,4.0,3.48355,2.18621,5.15,0,2457.719,3.4
50,2005,3.4,3.48355,2.18621,7.0,1,621.215,3.4
51,2005,3.8,3.48355,2.18621,5.15,0,7577.105,3.4
53,2005,5.6,3.48355,2.18621,7.35,1,6257.305,3.4
54,2005,5.4,3.48355,2.18621,5.15,0,1820.492,3.4
55,2005,4.7,3.48355,2.18621,5.15,0,5546.166,3.4
56,2005,3.5,3.48355,2.18621,5.15,0,514.157,3.4
1,2006,4.0,2.78453,0.99436,5.15,0,4628.981,2.5
2,2006,6.6,2.78453,0.99436,7.15,0,675.302,2.5
4,2006,4.3,2.78453,0.99436,5.15,0,6029.141,2.5
5,2006,5.2,2.78453,0.99436,5.15,0,2821.761,2.5
6,2006,4.9,2.78453,0.99436,6.75,0,36021.202,2.5
8,2006,4.3,2.78453,0.99436,5.15,0,4720.423,2.5
9,2006,4.4,2.78453,0.99436,7.4,1,3517.46,2.5
10,2006,3.9,2.78453,0.99436,6.15,0,859.268,2.5
11,2006,6.3,2.78453,0.99436,7.0,1,570.681,2.5
12,2006,2.5,2.78453,0.99436,6.4,1,18166.99,2.5
13,2006,5.1,2.78453,0.99436,5.15,0,9155.813,2.5
15,2006,2.6,2.78453,0.99436,6.75,1,1309.731,2.5
16,2006,3.4,2.78453,0.99436,5.15,0,1468.669,2.5
17,2006,4.6,2.78453,0.99436,6.5,0,12643.955,2.5
18,2006,5.0,2.78453,0.99436,5.15,0,6332.669,2.5
19,2006,3.7,2.78453,0.99436,5.15,0,2982.644,2.5
20,2006,4.4,2.78453,0.99436,5.15,0,2762.931,2.5
21,2006,5.7,2.78453,0.99436,5.15,0,4219.239,2.5
22,2006,4.1,2.78453,0.99436,5.15,0,4302.665,2.5
23,2006,4.7,2.78453,0.99436,6.5,1,1323.619,2.5
24,2006,4.2,2.78453,0.99436,5.15,0,5627.367,2.5
25,2006,4.7,2.78453,0.99436,6.75,0,6410.084,2.5
26,2006,7.0,2.78453,0.99436,5.15,0,10036.081,2.5
27,2006,4.1,2.78453,0.99436,5.25,1,5163.555,2.5
28,2006,6.4,2.78453,0.99436,5.15,0,2904.978,2.5
29,2006,4.9,2.78453,0.99436,5.15,0,5842.704,2.5
30,2006,3.3,2.78453,0.99436,5.15,0,952.692,2.5
31,2006,3.0,2.78453,0.99436,5.15,0,1772.693,2.5
32,2006,4.1,2.78453,0.99436,5.15,0,2522.658,2.5
33,2006,3.5,2.78453,0.99436,5.15,0,1308.389,2.5
34,2006,4.6,2.78453,0.99436,6.15,1,8661.679,2.5
35,2006,4.2,2.78453,0.99436,5.15,0,1962.137,2.5
36,2006,4.5,2.78453,0.99436,6.75,1,19104.631,2.5
37,2006,5.1,2.78453,0.99436,5.15,0,8917.27,2.5
38,2006,3.1,2.78453,0.99436,5.15,0,649.422,2.5
39,2006,5.4,2.78453,0.99436,5.15,0,11481.213,2.5
40,2006,3.9,2.78453,0.99436,5.15,0,3594.09,2.5
41,2006,5.4,2.78453,0.99436,7.5,1,3670.883,2.5
42,2006,4.7,2.78453,0.99436,5.15,0,12510.809,2.5
44,2006,5.2,2.78453,0.99436,6.75,0,1063.096,2.5
45,2006,6.9,2.78453,0.99436,5.15,0,4357.847,2.5
46,2006,3.0,2.78453,0.99436,5.15,0,783.033,2.5
47,2006,5.3,2.78453,0.99436,5.15,0,6088.766,2.5
48,2006,5.0,2.78453,0.99436,5.15,0,23359.58,2.5
49,2006,2.9,2.78453,0.99436,5.15,0,2525.507,2.5
50,2006,3.7,2.78453,0.99436,7.25,1,622.892,2.5
51,2006,3.3,2.78453,0.99436,5.15,0,7673.725,2.5
53,2006,5.0,2.78453,0.99436,7.63,1,6370.753,2.5
54,2006,5.2,2.78453,0.99436,5.15,0,1827.912,2.5
55,2006,4.7,2.78453,0.99436,5.7,1,5577.655,2.5
56,2006,3.0,2.78453,0.99436,5.15,0,522.667,2.5
1,2007,4.0,2.00386,1.58088,5.15,0,4672.84,4.1
2,2007,6.3,2.00386,1.58088,7.15,0,680.3,4.1
4,2007,3.8,2.00386,1.58088,6.75,1,6167.681,4.1
5,2007,5.4,2.00386,1.58088,6.25,1,2848.65,4.1
6,2007,5.3,2.00386,1.58088,7.5,1,36250.311,4.1
8,2007,3.7,2.00386,1.58088,6.85,1,4803.868,4.1
9,2007,4.4,2.00386,1.58088,7.65,1,3527.27,4.1
10,2007,3.6,2.00386,1.58088,6.65,1,871.749,4.1
11,2007,6.0,2.00386,1.58088,7.0,0,574.404,4.1
12,2007,3.3,2.00386,1.58088,6.67,1,18367.842,4.1
13,2007,4.9,2.00386,1.58088,5.15,0,9349.988,4.1
15,2007,2.7,2.00386,1.58088,7.25,1,1315.675,4.1
16,2007,3.0,2.00386,1.58088,5.15,0,1505.105,4.1
17,2007,5.1,2.00386,1.58088,7.5,1,12695.866,4.1
18,2007,4.6,2.00386,1.58088,5.15,0,6379.599,4.1
19,2007,3.7,2.00386,1.58088,5.15,0,2999.212,4.1
20,2007,4.2,2.00386,1.58088,5.15,0,2783.785,4.1
21,2007,5.4,2.00386,1.58088,5.15,0,4256.672,4.1
22,2007,4.1,2.00386,1.58088,5.15,0,4375.581,4.1
23,2007,4.7,2.00386,1.58088,6.75,1,1327.04,4.1
24,2007,3.7,2.00386,1.58088,6.15,1,5653.408,4.1
25,2007,4.5,2.00386,1.58088,7.5,1,6431.559,4.1
26,2007,7.1,2.00386,1.58088,6.95,1,10001.284,4.1
27,2007,4.6,2.00386,1.58088,5.25,0,5207.203,4.1
28,2007,6.1,2.00386,1.58088,5.15,0,2928.35,4.1
29,2007,5.1,2.00386,1.58088,6.5,1,5887.612,4.1
30,2007,3.4,2.00386,1.58088,5.15,0,964.706,4.1
31,2007,2.9,2.00386,1.58088,5.15,0,1783.44,4.1
32,2007,4.6,2.00386,1.58088,6.15,1,2601.072,4.1
33,2007,3.5,2.00386,1.58088,5.15,0,1312.54,4.1
34,2007,4.2,2.00386,1.58088,7.15,1,8677.885,4.1
35,2007,3.6,2.00386,1.58088,5.15,0,1990.07,4.1
36,2007,4.4,2.00386,1.58088,7.15,1,19132.335,4.1
37,2007,5.1,2.00386,1.58088,6.15,1,9118.037,4.1
38,2007,3.0,2.00386,1.58088,5.15,0,652.822,4.1
39,2007,5.6,2.00386,1.58088,6.85,1,11500.468,4.1
40,2007,4.0,2.00386,1.58088,5.15,0,3634.349,4.1
41,2007,5.2,2.00386,1.58088,7.8,1,3722.417,4.1
42,2007,4.6,2.00386,1.58088,6.25,1,12563.937,4.1
44,2007,5.1,2.00386,1.58088,7.4,1,1057.315,4.1
45,2007,6.1,2.00386,1.58088,5.15,0,4444.11,4.1
46,2007,2.8,2.00386,1.58088,5.15,0,791.623,4.1
47,2007,4.6,2.00386,1.58088,5.15,0,6175.727,4.1
48,2007,4.4,2.00386,1.58088,5.15,0,23831.983,4.1
49,2007,2.6,2.00386,1.58088,5.15,0,2597.746,4.1
50,2007,3.9,2.00386,1.58088,7.53,1,623.481,4.1
51,2007,3.3,2.00386,1.58088,5.15,0,7751.0,4.1
53,2007,4.6,2.00386,1.58088,7.93,1,6461.587,4.1
54,2007,4.8,2.00386,1.58088,5.85,1,1834.052,4.1
55,2007,4.8,2.00386,1.58088,6.5,1,5610.775,4.1
56,2007,2.7,2.00386,1.58088,5.15,0,534.876,4.1
1,2008,5.9,0.11358,1.31000,5.85,1,4718.206,0.1
2,2008,6.5,0.11358,1.31000,7.15,0,687.455,0.1
4,2008,5.8,0.11358,1.31000,6.9,1,6280.362,0.1
5,2008,5.4,0.11358,1.31000,6.25,0,2874.554,0.1
6,2008,7.3,0.11358,1.31000,8.0,1,36604.337,0.1
8,2008,4.9,0.11358,1.31000,7.02,1,4889.73,0.1
9,2008,5.6,0.11358,1.31000,7.65,0,3545.579,0.1
10,2008,5.0,0.11358,1.31000,7.15,1,883.874,0.1
11,2008,6.8,0.11358,1.31000,7.0,0,580.236,0.1
12,2008,5.7,0.11358,1.31000,6.79,1,18527.305,0.1
13,2008,6.8,0.11358,1.31000,5.85,1,9504.843,0.1
15,2008,4.0,0.11358,1.31000,7.25,0,1332.213,0.1
16,2008,5.0,0.11358,1.31000,5.85,1,1534.32,0.1
17,2008,6.5,0.11358,1.31000,7.75,1,12747.038,0.1
18,2008,5.9,0.11358,1.31000,5.85,1,6424.806,0.1
19,2008,4.2,0.11358,1.31000,7.25,1,3016.734,0.1
20,2008,4.6,0.11358,1.31000,5.85,1,2808.076,0.1
21,2008,6.5,0.11358,1.31000,5.85,1,4289.878,0.1
22,2008,4.7,0.11358,1.31000,5.85,1,4435.586,0.1
23,2008,5.4,0.11358,1.31000,7.0,1,1330.509,0.1
24,2008,4.5,0.11358,1.31000,6.15,0,5684.965,0.1
25,2008,5.3,0.11358,1.31000,8.0,1,6468.967,0.1
26,2008,8.2,0.11358,1.31000,7.15,1,9946.889,0.1
27,2008,5.4,0.11358,1.31000,5.85,1,5247.018,0.1
28,2008,6.7,0.11358,1.31000,5.85,1,2947.806,0.1
29,2008,6.2,0.11358,1.31000,6.65,1,5923.916,0.1
30,2008,4.7,0.11358,1.31000,5.85,1,976.415,0.1
31,2008,3.3,0.11358,1.31000,5.85,1,1796.378,0.1
32,2008,6.9,0.11358,1.31000,6.33,1,2653.63,0.1
33,2008,3.8,0.11358,1.31000,6.5,1,1315.906,0.1
34,2008,5.4,0.11358,1.31000,7.15,0,8711.09,0.1
35,2008,4.3,0.11358,1.31000,6.5,1,2010.662,0.1
36,2008,5.4,0.11358,1.31000,7.15,0,19212.436,0.1
37,2008,6.2,0.11358,1.31000,6.15,0,9309.449,0.1
38,2008,3.1,0.11358,1.31000,5.85,1,657.569,0.1
39,2008,6.6,0.11358,1.31000,7.0,1,11515.391,0.1
40,2008,3.6,0.11358,1.31000,5.85,1,3668.976,0.1
41,2008,6.3,0.11358,1.31000,7.95,1,3768.748,0.1
42,2008,5.4,0.11358,1.31000,7.15,1,12612.285,0.1
44,2008,7.6,0.11358,1.31000,7.4,0,1055.003,0.1
45,2008,7.3,0.11358,1.31000,5.85,1,4528.996,0.1
46,2008,3.1,0.11358,1.31000,5.85,1,799.124,0.1
47,2008,6.5,0.11358,1.31000,5.85,1,6247.411,0.1
48,2008,4.9,0.11358,1.31000,5.85,1,24309.039,0.1
49,2008,3.3,0.11358,1.31000,5.85,1,2663.029,0.1
50,2008,4.6,0.11358,1.31000,7.68,1,624.151,0.1
51,2008,4.3,0.11358,1.31000,5.85,1,7833.496,0.1
53,2008,5.3,0.11358,1.31000,8.07,1,6562.231,0.1
54,2008,4.8,0.11358,1.31000,6.55,1,1840.31,0.1
55,2008,5.0,0.11358,1.31000,6.5,0,5640.996,0.1
56,2008,2.9,0.11358,1.31000,5.85,1,546.043,0.1
1,2009,10.1,-2.57650,4.06883,6.55,1,4757.938,2.7
2,2009,8.0,-2.57650,4.06883,7.15,0,698.895,2.7
4,2009,9.7,-2.57650,4.06883,7.25,1,6343.154,2.7
5,2009,7.7,-2.57650,4.06883,6.55,1,2896.843,2.7
6,2009,11.5,-2.57650,4.06883,8.0,0,36961.229,2.7
8,2009,7.9,-2.57650,4.06883,7.28,1,4972.195,2.7
9,2009,8.3,-2.57650,4.06883,8.0,1,3561.807,2.7
10,2009,8.3,-2.57650,4.06883,7.15,0,891.73,2.7
11,2009,10.0,-2.57650,4.06883,7.55,1,592.228,2.7
12,2009,9.6,-2.57650,4.06883,7.21,1,18652.644,2.7
13,2009,10.4,-2.57650,4.06883,6.55,1,9620.846,2.7
15,2009,6.7,-2.57650,4.06883,7.25,0,1346.717,2.7
16,2009,8.7,-2.57650,4.06883,6.55,1,1554.439,2.7
17,2009,10.2,-2.57650,4.06883,8.0,1,12796.778,2.7
18,2009,10.4,-2.57650,4.06883,6.55,1,6459.325,2.7
19,2009,6.4,-2.57650,4.06883,7.25,0,3032.87,2.7
20,2009,6.9,-2.57650,4.06883,6.55,1,2832.704,2.7
21,2009,10.8,-2.57650,4.06883,6.55,1,4317.074,2.7
22,2009,6.8,-2.57650,4.06883,6.55,1,4491.648,2.7
23,2009,8.4,-2.57650,4.06883,7.25,1,1329.59,2.7
24,2009,7.6,-2.57650,4.06883,6.55,1,5730.388,2.7
25,2009,8.1,-2.57650,4.06883,8.0,0,6517.613,2.7
26,2009,13.1,-2.57650,4.06883,7.4,1,9901.591,2.7
27,2009,7.9,-2.57650,4.06883,6.55,1,5281.203,2.7
28,2009,9.4,-2.57650,4.06883,6.55,1,2958.774,2.7
29,2009,9.0,-2.57650,4.06883,7.05,1,5961.088,2.7
30,2009,7.1,-2.57650,4.06883,6.55,1,983.982,2.7
31,2009,4.7,-2.57650,4.06883,6.55,1,1812.683,2.7
32,2009,11.7,-2.57650,4.06883,6.55,1,2684.665,2.7
33,2009,6.1,-2.57650,4.06883,7.25,1,1316.102,2.7
34,2009,8.9,-2.57650,4.06883,7.15,0,8755.602,2.7
35,2009,7.0,-2.57650,4.06883,7.5,1,2036.802,2.7
36,2009,8.4,-2.57650,4.06883,7.15,0,19307.066,2.7
37,2009,11.0,-2.57650,4.06883,6.55,1,9449.566,2.7
38,2009,3.9,-2.57650,4.06883,6.55,1,664.968,2.7
39,2009,10.1,-2.57650,4.06883,7.3,1,11528.896,2.7
40,2009,6.6,-2.57650,4.06883,6.55,1,3717.572,2.7
41,2009,10.8,-2.57650,4.06883,8.4,1,3808.6,2.7
42,2009,8.0,-2.57650,4.06883,7.15,0,12666.858,2.7
44,2009,11.4,-2.57650,4.06883,7.4,0,1053.646,2.7
45,2009,11.4,-2.57650,4.06883,6.55,1,4589.872,2.7
46,2009,4.6,-2.57650,4.06883,6.55,1,807.067,2.7
47,2009,10.1,-2.57650,4.06883,6.55,1,6306.019,2.7
48,2009,7.5,-2.57650,4.06883,6.55,1,24801.761,2.7
49,2009,7.3,-2.57650,4.06883,6.55,1,2723.421,2.7
50,2009,6.2,-2.57650,4.06883,8.06,1,624.817,2.7
51,2009,6.8,-2.57650,4.06883,6.55,1,7925.937,2.7
53,2009,8.3,-2.57650,4.06883,8.55,1,6667.426,2.7
54,2009,8.3,-2.57650,4.06883,7.25,1,1847.775,2.7
55,2009,9.0,-2.57650,4.06883,6.55,1,5669.264,2.7
56,2009,6.3,-2.57650,4.06883,6.55,1,559.851,2.7
1,2010,10.4,2.69519,3.12785,7.25,1,4785.514,1.5
2,2010,8.1,2.69519,3.12785,7.75,1,713.982,1.5
4,2010,10.3,2.69519,3.12785,7.25,0,6407.342,1.5
5,2010,7.9,2.69519,3.12785,7.25,1,2921.998,1.5
6,2010,12.5,2.69519,3.12785,8.0,0,37319.55,1.5
8,2010,9.1,2.69519,3.12785,7.25,0,5047.539,1.5
9,2010,9.6,2.69519,3.12785,8.25,1,3579.173,1.5
10,2010,8.7,2.69519,3.12785,7.25,1,899.647,1.5
11,2010,10.0,2.69519,3.12785,8.25,1,605.282,1.5
12,2010,10.8,2.69519,3.12785,7.25,1,18846.143,1.5
13,2010,10.7,2.69519,3.12785,7.25,1,9712.209,1.5
15,2010,6.8,2.69519,3.12785,7.25,0,1364.004,1.5
16,2010,8.8,2.69519,3.12785,7.25,1,1570.819,1.5
17,2010,10.5,2.69519,3.12785,8.25,1,12840.545,1.5
18,2010,10.1,2.69519,3.12785,7.25,1,6490.555,1.5
19,2010,6.1,2.69519,3.12785,7.25,0,3050.819,1.5
20,2010,6.9,2.69519,3.12785,7.25,1,2858.266,1.5
21,2010,10.3,2.69519,3.12785,7.25,1,4348.464,1.5
22,2010,7.5,2.69519,3.12785,7.25,1,4544.635,1.5
23,2010,8.4,2.69519,3.12785,7.5,1,1327.651,1.5
24,2010,7.8,2.69519,3.12785,7.25,1,5788.784,1.5
25,2010,8.1,2.69519,3.12785,8.0,0,6566.44,1.5
26,2010,12.2,2.69519,3.12785,7.4,0,9877.597,1.5
27,2010,7.4,2.69519,3.12785,7.25,1,5310.934,1.5
28,2010,10.1,2.69519,3.12785,7.25,1,2970.615,1.5
29,2010,9.5,2.69519,3.12785,7.25,1,5996.089,1.5
30,2010,7.2,2.69519,3.12785,7.25,1,990.73,1.5
31,2010,4.7,2.69519,3.12785,7.25,1,1829.591,1.5
32,2010,13.7,2.69519,3.12785,7.25,1,2702.483,1.5
33,2010,6.1,2.69519,3.12785,7.25,0,1316.807,1.5
34,2010,9.7,2.69519,3.12785,7.25,1,8799.451,1.5
35,2010,7.8,2.69519,3.12785,7.5,0,2064.614,1.5
36,2010,8.7,2.69519,3.12785,7.25,1,19399.956,1.5
37,2010,10.7,2.69519,3.12785,7.25,1,9574.586,1.5
38,2010,3.7,2.69519,3.12785,7.25,1,674.752,1.5
39,2010,10.3,2.69519,3.12785,7.3,0,11539.449,1.5
40,2010,6.5,2.69519,3.12785,7.25,1,3760.014,1.5
41,2010,10.7,2.69519,3.12785,8.4,0,3837.614,1.5
42,2010,8.2,2.69519,3.12785,7.25,1,12711.406,1.5
44,2010,11.6,2.69519,3.12785,7.4,0,1053.994,1.5
45,2010,11.3,2.69519,3.12785,7.25,1,4635.846,1.5
46,2010,4.9,2.69519,3.12785,7.25,1,816.193,1.5
47,2010,9.8,2.69519,3.12785,7.25,1,6355.518,1.5
48,2010,8.2,2.69519,3.12785,7.25,1,25241.897,1.5
49,2010,7.9,2.69519,3.12785,7.25,1,2775.413,1.5
50,2010,6.3,2.69519,3.12785,8.06,0,625.886,1.5
51,2010,7.3,2.69519,3.12785,7.25,1,8024.004,1.5
53,2010,9.1,2.69519,3.12785,8.55,0,6743.009,1.5
54,2010,8.6,2.69519,3.12785,7.25,0,1854.265,1.5
55,2010,8.5,2.69519,3.12785,7.25,1,5690.538,1.5
56,2010,6.9,2.69519,3.12785,7.25,1,564.531,1.5
1,2011,9.6,1.56441,-0.02623,7.25,0,4799.642,3.0
2,2011,7.7,1.56441,-0.02623,7.75,0,722.349,3.0
4,2011,9.4,1.56441,-0.02623,7.35,1,6473.416,3.0
5,2011,7.9,1.56441,-0.02623,7.25,0,2941.038,3.0
6,2011,11.9,1.56441,-0.02623,8.0,0,37636.311,3.0
8,2011,8.7,1.56441,-0.02623,7.36,1,5121.9,3.0
9,2011,9.0,1.56441,-0.02623,8.25,0,3588.632,3.0
10,2011,7.6,1.56441,-0.02623,7.25,0,907.59,3.0
11,2011,10.2,1.56441,-0.02623,8.25,0,620.29,3.0
12,2011,10.0,1.56441,-0.02623,7.25,0,19055.607,3.0
13,2011,10.2,1.56441,-0.02623,7.25,0,9803.63,3.0
15,2011,6.8,1.56441,-0.02623,7.25,0,1379.562,3.0
16,2011,8.2,1.56441,-0.02623,7.25,0,1584.272,3.0
17,2011,9.8,1.56441,-0.02623,8.25,0,12867.783,3.0
18,2011,8.9,1.56441,-0.02623,7.25,0,6517.25,3.0
19,2011,5.6,1.56441,-0.02623,7.25,0,3066.772,3.0
20,2011,6.4,1.56441,-0.02623,7.25,0,2869.677,3.0
21,2011,9.4,1.56441,-0.02623,7.25,0,4370.817,3.0
22,2011,7.4,1.56441,-0.02623,7.25,0,4576.244,3.0
23,2011,7.7,1.56441,-0.02623,7.5,0,1328.473,3.0
24,2011,7.3,1.56441,-0.02623,7.25,0,5840.241,3.0
25,2011,7.2,1.56441,-0.02623,8.0,0,6614.218,3.0
26,2011,10.0,1.56441,-0.02623,7.4,0,9883.053,3.0
27,2011,6.5,1.56441,-0.02623,7.25,0,5346.62,3.0
28,2011,9.8,1.56441,-0.02623,7.25,0,2979.147,3.0
29,2011,8.6,1.56441,-0.02623,7.25,0,6011.182,3.0
30,2011,6.6,1.56441,-0.02623,7.25,0,997.518,3.0
31,2011,4.4,1.56441,-0.02623,7.25,0,1840.914,3.0
32,2011,13.3,1.56441,-0.02623,7.25,0,2713.114,3.0
33,2011,5.4,1.56441,-0.02623,7.25,0,1320.444,3.0
34,2011,9.4,1.56441,-0.02623,7.25,0,8828.552,3.0
35,2011,7.2,1.56441,-0.02623,7.5,0,2080.707,3.0
36,2011,8.4,1.56441,-0.02623,7.25,0,19499.921,3.0
37,2011,10.2,1.56441,-0.02623,7.25,0,9658.913,3.0
38,2011,3.4,1.56441,-0.02623,7.25,0,685.526,3.0
39,2011,8.8,1.56441,-0.02623,7.4,1,11545.735,3.0
40,2011,5.6,1.56441,-0.02623,7.25,0,3788.824,3.0
41,2011,9.6,1.56441,-0.02623,8.5,1,3872.672,3.0
42,2011,7.7,1.56441,-0.02623,7.25,0,12747.052,3.0
44,2011,11.0,1.56441,-0.02623,7.4,0,1053.829,3.0
45,2011,10.4,1.56441,-0.02623,7.25,0,4672.655,3.0
46,2011,4.6,1.56441,-0.02623,7.25,0,823.74,3.0
47,2011,9.1,1.56441,-0.02623,7.25,0,6400.298,3.0
48,2011,8.0,1.56441,-0.02623,7.25,0,25645.504,3.0
49,2011,7.1,1.56441,-0.02623,7.25,0,2814.797,3.0
50,2011,5.6,1.56441,-0.02623,8.15,1,627.197,3.0
51,2011,6.5,1.56441,-0.02623,7.25,0,8102.437,3.0
53,2011,8.5,1.56441,-0.02623,8.67,1,6827.479,3.0
54,2011,7.8,1.56441,-0.02623,7.25,0,1856.606,3.0
55,2011,7.5,1.56441,-0.02623,7.25,0,5705.84,3.0
56,2011,6.1,1.56441,-0.02623,7.25,0,567.491,3.0
1,2012,8.2,2.28911,0.93274,7.25,0,4816.632,1.7
2,2012,7.2,2.28911,0.93274,7.75,0,730.81,1.7
4,2012,8.4,2.28911,0.93274,7.65,1,6556.344,1.7
5,2012,7.3,2.28911,0.93274,7.25,0,2952.876,1.7
6,2012,10.5,2.28911,0.93274,8.0,0,37944.551,1.7
8,2012,8.0,2.28911,0.93274,7.64,1,5193.66,1.7
9,2012,8.4,2.28911,0.93274,8.25,0,3595.211,1.7
